currency,customer_code,market_code,norm_sales_amount,order_date,product_code,sales_amount,sales_qty
INR,Cus002,Mark002,10069,2018-11-19 00:00:00,Prod117,10069,48
INR,Cus002,Mark002,10069,2019-03-22 00:00:00,Prod117,10069,48
INR,Cus002,Mark002,10069,2019-07-09 00:00:00,Prod121,10069,48
INR,Cus002,Mark002,10690,2019-09-17 00:00:00,Prod131,10690,42
INR,Cus002,Mark002,10875,2019-05-16 00:00:00,Prod117,10875,55
INR,Cus002,Mark002,10875,2019-08-28 00:00:00,Prod121,10875,55
INR,Cus002,Mark002,10981,2020-05-05 00:00:00,Prod318,10981,13
INR,Cus002,Mark002,11463,2019-04-02 00:00:00,Prod318,11463,13
INR,Cus002,Mark002,11463,2019-04-30 00:00:00,Prod318,11463,13
INR,Cus002,Mark002,11463,2019-06-08 00:00:00,Prod318,11463,13
INR,Cus002,Mark002,11463,2019-06-25 00:00:00,Prod318,11463,13
INR,Cus002,Mark002,11463,2019-07-24 00:00:00,Prod318,11463,13
INR,Cus002,Mark002,11463,2019-08-06 00:00:00,Prod318,11463,13
INR,Cus002,Mark002,11463,2019-08-21 00:00:00,Prod318,11463,13
INR,Cus002,Mark002,11463,2019-12-03 00:00:00,Prod318,11463,13
INR,Cus002,Mark002,11463,2019-12-12 00:00:00,Prod318,11463,13
INR,Cus002,Mark002,11681,2020-05-27 00:00:00,Prod306,11681,20
INR,Cus002,Mark002,1194,2019-04-02 00:00:00,Prod117,1194,6
INR,Cus002,Mark002,12023,2018-04-09 00:00:00,Prod166,12023,11
INR,Cus002,Mark002,12069,2017-10-24 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,12069,2017-11-08 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,12069,2017-11-21 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,12069,2017-12-06 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,12069,2018-01-02 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,12069,2018-01-18 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,12069,2018-02-09 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,12069,2018-05-10 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,12069,2018-12-20 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,12069,2019-03-19 00:00:00,Prod318,12069,13
INR,Cus002,Mark002,1208,2018-01-09 00:00:00,Prod318,1208,1
INR,Cus002,Mark002,12213,2019-07-30 00:00:00,Prod306,12213,20
INR,Cus002,Mark002,1245,2018-03-27 00:00:00,Prod101,1245,3
INR,Cus002,Mark002,12472,2018-01-08 00:00:00,Prod101,12472,33
INR,Cus002,Mark002,12472,2018-01-18 00:00:00,Prod101,12472,33
INR,Cus002,Mark002,12472,2018-01-30 00:00:00,Prod101,12472,33
INR,Cus002,Mark002,12472,2018-02-20 00:00:00,Prod101,12472,33
INR,Cus002,Mark002,12472,2018-02-27 00:00:00,Prod101,12472,33
INR,Cus002,Mark002,12472,2018-03-13 00:00:00,Prod101,12472,33
INR,Cus002,Mark002,12472,2018-03-20 00:00:00,Prod101,12472,33
INR,Cus002,Mark002,12509,2019-06-04 00:00:00,Prod334,12509,13
INR,Cus002,Mark002,12727,2019-09-17 00:00:00,Prod121,12727,64
INR,Cus002,Mark002,12861,2018-02-27 00:00:00,Prod129,12861,49
INR,Cus002,Mark002,1310,2019-09-10 00:00:00,Prod131,1310,5
INR,Cus002,Mark002,133278,2018-04-06 00:00:00,Prod049,133278,107
INR,Cus002,Mark002,13426,2018-02-20 00:00:00,Prod117,13426,64
INR,Cus002,Mark002,13676,2020-04-28 00:00:00,Prod047,13676,13
INR,Cus002,Mark002,1398,2019-06-04 00:00:00,Prod121,1398,7
INR,Cus002,Mark002,1398,2020-03-12 00:00:00,Prod165,1398,2
INR,Cus002,Mark002,1398,2020-03-30 00:00:00,Prod165,1398,2
INR,Cus002,Mark002,13986,2020-03-19 00:00:00,Prod165,13986,17
INR,Cus002,Mark002,13986,2020-04-09 00:00:00,Prod165,13986,17
INR,Cus002,Mark002,1412,2019-05-08 00:00:00,Prod131,1412,6
INR,Cus002,Mark002,14301,2019-08-28 00:00:00,Prod047,14301,13
INR,Cus002,Mark002,14319,2019-06-25 00:00:00,Prod131,14319,57
INR,Cus002,Mark002,14468,2020-03-23 00:00:00,Prod131,14468,60
INR,Cus002,Mark002,14519,2020-03-12 00:00:00,Prod121,14519,76
INR,Cus002,Mark002,1463,2019-04-02 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-04-04 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-04-25 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-04-26 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-05-14 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-05-21 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-06-04 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-07-01 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-07-09 00:00:00,Prod165,1463,2
INR,Cus002,Mark002,1463,2019-07-16 00:00:00,Prod165,1463,2
INR,Cus002,Mark002,1463,2019-07-23 00:00:00,Prod131,1463,6
INR,Cus002,Mark002,1463,2019-07-23 00:00:00,Prod165,1463,2
INR,Cus002,Mark002,1463,2019-07-24 00:00:00,Prod165,1463,2
INR,Cus002,Mark002,1463,2019-07-30 00:00:00,Prod165,1463,2
INR,Cus002,Mark002,1463,2019-08-06 00:00:00,Prod165,1463,2
INR,Cus002,Mark002,1463,2019-08-14 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-08-28 00:00:00,Prod166,1463,2
INR,Cus002,Mark002,1463,2019-09-10 00:00:00,Prod165,1463,2
INR,Cus002,Mark002,1463,2019-09-11 00:00:00,Prod165,1463,2
INR,Cus002,Mark002,1468,2019-02-05 00:00:00,Prod120,1468,7
INR,Cus002,Mark002,14829,2017-12-19 00:00:00,Prod117,14829,71
INR,Cus002,Mark002,1495,2020-03-26 00:00:00,Prod131,1495,6
INR,Cus002,Mark002,14977,2019-08-28 00:00:00,Prod131,14977,59
INR,Cus002,Mark002,15125,2019-10-29 00:00:00,Prod131,15125,60
INR,Cus002,Mark002,15125,2020-01-28 00:00:00,Prod131,15125,60
INR,Cus002,Mark002,15190,2020-06-09 00:00:00,Prod131,15190,63
INR,Cus002,Mark002,15269,2020-05-27 00:00:00,Prod228,15269,41
INR,Cus002,Mark002,1528,2020-02-18 00:00:00,Prod121,1528,8
INR,Cus002,Mark002,1528,2020-04-28 00:00:00,Prod121,1528,8
INR,Cus002,Mark002,1528,2020-05-12 00:00:00,Prod121,1528,8
INR,Cus002,Mark002,1565,2019-09-04 00:00:00,Prod131,1565,6
INR,Cus002,Mark002,15875,2017-10-10 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2017-11-07 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2017-12-15 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-05-09 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-05-21 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-06-12 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-06-26 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-07-10 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-07-24 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-08-14 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-08-28 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-09-13 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-10-02 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-10-09 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-10-30 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-12-04 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2018-12-10 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2019-01-07 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2019-01-15 00:00:00,Prod129,15875,60
INR,Cus002,Mark002,15875,2019-02-06 00:00:00,Prod131,15875,60
INR,Cus002,Mark002,1593,2019-04-01 00:00:00,Prod117,1593,8
INR,Cus002,Mark002,1593,2019-04-09 00:00:00,Prod117,1593,8
INR,Cus002,Mark002,1593,2019-09-03 00:00:00,Prod121,1593,8
INR,Cus002,Mark002,1593,2020-02-04 00:00:00,Prod121,1593,8
INR,Cus002,Mark002,16282,2019-04-26 00:00:00,Prod306,16282,27
INR,Cus002,Mark002,16282,2019-10-15 00:00:00,Prod306,16282,27
INR,Cus002,Mark002,16463,2018-04-18 00:00:00,Prod101,16463,44
INR,Cus002,Mark002,16782,2017-10-17 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,16782,2017-11-28 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,16782,2018-03-20 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,16782,2018-06-19 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,16782,2018-07-03 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,16782,2018-07-24 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,16782,2018-10-16 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,16782,2018-10-30 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,16782,2018-11-27 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,16782,2018-12-10 00:00:00,Prod117,16782,80
INR,Cus002,Mark002,1681,2018-01-31 00:00:00,Prod117,1681,8
INR,Cus002,Mark002,1681,2019-02-12 00:00:00,Prod120,1681,8
INR,Cus002,Mark002,1681,2019-03-05 00:00:00,Prod117,1681,8
INR,Cus002,Mark002,1681,2019-03-12 00:00:00,Prod117,1681,8
INR,Cus002,Mark002,17120,2017-10-13 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2017-10-27 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2017-11-10 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2017-12-04 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2017-12-21 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-01-09 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-01-26 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-02-09 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-02-26 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-03-05 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-03-16 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-04-09 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-05-21 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-06-01 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-08-06 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-08-24 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-09-13 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-10-02 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-10-30 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2018-11-27 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2019-01-07 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2019-02-06 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,17120,2019-03-22 00:00:00,Prod306,17120,27
INR,Cus002,Mark002,1713,2017-12-15 00:00:00,Prod306,1713,3
INR,Cus002,Mark002,17194,2019-07-30 00:00:00,Prod318,17194,20
INR,Cus002,Mark002,17194,2019-09-11 00:00:00,Prod318,17194,20
INR,Cus002,Mark002,17194,2019-10-15 00:00:00,Prod318,17194,20
INR,Cus002,Mark002,17194,2020-01-09 00:00:00,Prod318,17194,20
INR,Cus002,Mark002,1764,2019-08-20 00:00:00,Prod131,1764,7
INR,Cus002,Mark002,1764,2019-09-03 00:00:00,Prod131,1764,7
INR,Cus002,Mark002,17704,2018-03-29 00:00:00,Prod193,17704,27
INR,Cus002,Mark002,17764,2019-08-06 00:00:00,Prod121,17764,89
INR,Cus002,Mark002,17963,2018-04-06 00:00:00,Prod101,17963,48
INR,Cus002,Mark002,18102,2018-01-23 00:00:00,Prod318,18102,20
INR,Cus002,Mark002,18102,2018-11-07 00:00:00,Prod318,18102,20
INR,Cus002,Mark002,1856,2019-08-13 00:00:00,Prod121,1856,9
INR,Cus002,Mark002,18708,2018-04-24 00:00:00,Prod101,18708,50
INR,Cus002,Mark002,18759,2019-04-01 00:00:00,Prod334,18759,20
INR,Cus002,Mark002,1880,2019-02-26 00:00:00,Prod166,1880,2
INR,Cus002,Mark002,1880,2019-03-08 00:00:00,Prod166,1880,2
INR,Cus002,Mark002,1880,2019-03-18 00:00:00,Prod166,1880,2
INR,Cus002,Mark002,1880,2019-03-22 00:00:00,Prod166,1880,2
INR,Cus002,Mark002,19023,2017-11-14 00:00:00,Prod117,19023,91
INR,Cus002,Mark002,19093,2019-09-18 00:00:00,Prod121,19093,96
INR,Cus002,Mark002,1958,2018-02-06 00:00:00,Prod117,1958,9
INR,Cus002,Mark002,1958,2018-02-09 00:00:00,Prod117,1958,9
INR,Cus002,Mark002,1958,2018-12-20 00:00:00,Prod117,1958,9
INR,Cus002,Mark002,19731,2017-11-14 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2017-12-07 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-01-08 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-01-30 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-05-01 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-05-18 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-06-11 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-06-26 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-07-16 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-07-17 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-09-04 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-09-25 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-11-27 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2018-12-18 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2019-01-15 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19731,2019-02-06 00:00:00,Prod334,19731,20
INR,Cus002,Mark002,19958,2017-11-07 00:00:00,Prod101,19958,53
INR,Cus002,Mark002,19958,2017-11-28 00:00:00,Prod101,19958,53
INR,Cus002,Mark002,19958,2017-12-15 00:00:00,Prod101,19958,53
INR,Cus002,Mark002,19958,2018-05-30 00:00:00,Prod101,19958,53
INR,Cus002,Mark002,20106,2018-04-18 00:00:00,Prod036,20106,20
INR,Cus002,Mark002,20106,2018-04-24 00:00:00,Prod034,20106,20
INR,Cus002,Mark002,2019,2019-08-13 00:00:00,Prod131,2019,8
INR,Cus002,Mark002,20356,2019-08-28 00:00:00,Prod306,20356,33
INR,Cus002,Mark002,20356,2019-09-11 00:00:00,Prod306,20356,33
INR,Cus002,Mark002,20356,2020-01-09 00:00:00,Prod306,20356,33
INR,Cus002,Mark002,20639,2017-11-28 00:00:00,Prod129,20639,78
INR,Cus002,Mark002,21394,2020-06-09 00:00:00,Prod121,21394,112
INR,Cus002,Mark002,21398,2018-09-04 00:00:00,Prod306,21398,33
INR,Cus002,Mark002,2245,2018-06-11 00:00:00,Prod101,2245,6
INR,Cus002,Mark002,22454,2018-02-14 00:00:00,Prod101,22454,60
INR,Cus002,Mark002,2292,2020-05-19 00:00:00,Prod121,2292,12
INR,Cus002,Mark002,22921,2019-04-04 00:00:00,Prod318,22921,27
INR,Cus002,Mark002,22921,2019-09-17 00:00:00,Prod318,22921,27
INR,Cus002,Mark002,23111,2018-10-23 00:00:00,Prod306,23111,36
INR,Cus002,Mark002,23972,2018-04-06 00:00:00,Prod129,23972,91
INR,Cus002,Mark002,24134,2017-10-17 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2017-11-07 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2017-11-14 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2017-11-28 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2017-12-19 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-01-08 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-02-06 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-02-27 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-03-13 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-03-29 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-04-18 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-05-09 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-08-07 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-09-04 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-11-19 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-11-27 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2018-12-18 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2019-01-10 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2019-01-29 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2019-02-13 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24134,2019-03-18 00:00:00,Prod318,24134,27
INR,Cus002,Mark002,24426,2019-09-24 00:00:00,Prod306,24426,40
INR,Cus002,Mark002,24426,2019-10-22 00:00:00,Prod306,24426,40
INR,Cus002,Mark002,24449,2020-02-25 00:00:00,Prod121,24449,128
INR,Cus002,Mark002,25014,2019-04-16 00:00:00,Prod334,25014,27
INR,Cus002,Mark002,2519,2019-06-11 00:00:00,Prod121,2519,12
INR,Cus002,Mark002,25681,2018-11-06 00:00:00,Prod306,25681,40
INR,Cus002,Mark002,25681,2018-12-10 00:00:00,Prod306,25681,40
INR,Cus002,Mark002,25681,2019-02-26 00:00:00,Prod306,25681,40
INR,Cus002,Mark002,2569,2019-07-16 00:00:00,Prod131,2569,10
INR,Cus002,Mark002,2593,2019-01-22 00:00:00,Prod129,2593,10
INR,Cus002,Mark002,2620,2019-09-11 00:00:00,Prod131,2620,10
INR,Cus002,Mark002,263056,2018-04-11 00:00:00,Prod166,263056,233
INR,Cus002,Mark002,26310,2017-10-24 00:00:00,Prod334,26310,27
INR,Cus002,Mark002,26310,2018-02-27 00:00:00,Prod334,26310,27
INR,Cus002,Mark002,26310,2018-03-20 00:00:00,Prod334,26310,27
INR,Cus002,Mark002,26310,2018-04-06 00:00:00,Prod334,26310,27
INR,Cus002,Mark002,26310,2018-10-16 00:00:00,Prod334,26310,27
INR,Cus002,Mark002,26310,2018-11-06 00:00:00,Prod334,26310,27
INR,Cus002,Mark002,26310,2019-02-19 00:00:00,Prod334,26310,27
INR,Cus002,Mark002,264,2019-05-01 00:00:00,Prod117,264,1
INR,Cus002,Mark002,264,2019-07-16 00:00:00,Prod121,264,1
INR,Cus002,Mark002,266565,2018-04-11 00:00:00,Prod049,266565,213
INR,Cus002,Mark002,2671,2019-12-12 00:00:00,Prod131,2671,11
INR,Cus002,Mark002,27444,2017-10-17 00:00:00,Prod101,27444,73
INR,Cus002,Mark002,28639,2019-11-27 00:00:00,Prod121,28639,144
INR,Cus002,Mark002,28653,2019-04-16 00:00:00,Prod318,28653,33
INR,Cus002,Mark002,28657,2019-08-28 00:00:00,Prod318,28657,33
INR,Cus002,Mark002,2921,2019-04-16 00:00:00,Prod166,2921,3
INR,Cus002,Mark002,2921,2019-05-08 00:00:00,Prod166,2921,3
INR,Cus002,Mark002,2921,2019-06-25 00:00:00,Prod166,2921,3
INR,Cus002,Mark002,2921,2019-09-04 00:00:00,Prod165,2921,3
INR,Cus002,Mark002,29227,2019-10-15 00:00:00,Prod166,29227,33
INR,Cus002,Mark002,29227,2019-10-22 00:00:00,Prod166,29227,33
INR,Cus002,Mark002,2926,2019-05-01 00:00:00,Prod166,2926,3
INR,Cus002,Mark002,2940,2019-06-18 00:00:00,Prod121,2940,14
INR,Cus002,Mark002,3009,2019-02-06 00:00:00,Prod120,3009,14
INR,Cus002,Mark002,30167,2018-04-24 00:00:00,Prod013,30167,33
INR,Cus002,Mark002,30167,2018-06-19 00:00:00,Prod318,30167,33
INR,Cus002,Mark002,30167,2018-06-26 00:00:00,Prod318,30167,33
INR,Cus002,Mark002,30167,2018-07-24 00:00:00,Prod318,30167,33
INR,Cus002,Mark002,30167,2018-09-25 00:00:00,Prod318,30167,33
INR,Cus002,Mark002,30167,2018-10-09 00:00:00,Prod318,30167,33
INR,Cus002,Mark002,30250,2019-09-18 00:00:00,Prod131,30250,120
INR,Cus002,Mark002,30250,2019-11-12 00:00:00,Prod131,30250,120
INR,Cus002,Mark002,3056,2020-03-04 00:00:00,Prod121,3056,16
INR,Cus002,Mark002,3056,2020-03-26 00:00:00,Prod121,3056,16
INR,Cus002,Mark002,3056,2020-04-02 00:00:00,Prod121,3056,16
INR,Cus002,Mark002,31750,2018-11-20 00:00:00,Prod129,31750,120
INR,Cus002,Mark002,3181,2019-04-10 00:00:00,Prod117,3181,16
INR,Cus002,Mark002,3181,2019-08-14 00:00:00,Prod121,3181,16
INR,Cus002,Mark002,3181,2019-09-10 00:00:00,Prod121,3181,16
INR,Cus002,Mark002,3181,2019-09-11 00:00:00,Prod121,3181,16
INR,Cus002,Mark002,3181,2020-01-28 00:00:00,Prod121,3181,16
INR,Cus002,Mark002,3231,2020-03-04 00:00:00,Prod131,3231,13
INR,Cus002,Mark002,3278,2019-08-21 00:00:00,Prod131,3278,13
INR,Cus002,Mark002,3329,2019-08-14 00:00:00,Prod131,3329,13
INR,Cus002,Mark002,3356,2018-02-14 00:00:00,Prod117,3356,16
INR,Cus002,Mark002,3356,2019-02-13 00:00:00,Prod120,3356,16
INR,Cus002,Mark002,3356,2019-03-08 00:00:00,Prod117,3356,16
INR,Cus002,Mark002,3356,2019-05-29 00:00:00,Prod121,3356,16
INR,Cus002,Mark002,34241,2018-02-20 00:00:00,Prod306,34241,53
INR,Cus002,Mark002,34241,2018-06-28 00:00:00,Prod306,34241,53
INR,Cus002,Mark002,3431,2019-06-25 00:00:00,Prod121,3431,16
INR,Cus002,Mark002,3477,2019-07-24 00:00:00,Prod131,3477,14
INR,Cus002,Mark002,3491,2018-07-17 00:00:00,Prod101,3491,9
INR,Cus002,Mark002,35074,2019-09-24 00:00:00,Prod165,35074,40
INR,Cus002,Mark002,36204,2018-10-16 00:00:00,Prod318,36204,40
INR,Cus002,Mark002,3759,2019-02-19 00:00:00,Prod166,3759,3
INR,Cus002,Mark002,3778,2019-02-19 00:00:00,Prod120,3778,18
INR,Cus002,Mark002,384,2020-03-19 00:00:00,Prod131,384,2
INR,Cus002,Mark002,3884,2019-04-30 00:00:00,Prod131,3884,15
INR,Cus002,Mark002,3884,2019-06-08 00:00:00,Prod131,3884,15
INR,Cus002,Mark002,3894,2020-02-12 00:00:00,Prod306,3894,7
INR,Cus002,Mark002,3894,2020-03-11 00:00:00,Prod306,3894,7
INR,Cus002,Mark002,3894,2020-06-01 00:00:00,Prod306,3894,7
INR,Cus002,Mark002,3931,2019-05-29 00:00:00,Prod131,3931,16
INR,Cus002,Mark002,4069,2019-05-01 00:00:00,Prod306,4069,7
INR,Cus002,Mark002,4069,2019-05-08 00:00:00,Prod306,4069,7
INR,Cus002,Mark002,4069,2019-05-14 00:00:00,Prod306,4069,7
INR,Cus002,Mark002,4069,2019-07-01 00:00:00,Prod306,4069,7
INR,Cus002,Mark002,4069,2019-08-13 00:00:00,Prod306,4069,7
INR,Cus002,Mark002,4069,2019-08-14 00:00:00,Prod306,4069,7
INR,Cus002,Mark002,4069,2019-08-21 00:00:00,Prod306,4069,7
INR,Cus002,Mark002,4069,2019-09-04 00:00:00,Prod306,4069,7
INR,Cus002,Mark002,4069,2019-09-10 00:00:00,Prod306,4069,7
INR,Cus002,Mark002,42236,2018-05-01 00:00:00,Prod318,42236,47
INR,Cus002,Mark002,4384,2019-09-03 00:00:00,Prod165,4384,5
INR,Cus002,Mark002,43926,2020-02-13 00:00:00,Prod318,43926,53
INR,Cus002,Mark002,43926,2020-04-28 00:00:00,Prod318,43926,53
INR,Cus002,Mark002,4426,2018-06-26 00:00:00,Prod193,4426,7
INR,Cus002,Mark002,4426,2018-07-16 00:00:00,Prod193,4426,7
INR,Cus002,Mark002,4505,2019-05-08 00:00:00,Prod117,4505,23
INR,Cus002,Mark002,4537,2019-04-26 00:00:00,Prod131,4537,18
INR,Cus002,Mark002,4583,2020-02-13 00:00:00,Prod121,4583,24
INR,Cus002,Mark002,4583,2020-05-15 00:00:00,Prod121,4583,24
INR,Cus002,Mark002,4583,2020-05-27 00:00:00,Prod121,4583,24
INR,Cus002,Mark002,4583,2020-06-03 00:00:00,Prod121,4583,24
INR,Cus002,Mark002,45847,2019-09-18 00:00:00,Prod318,45847,53
INR,Cus002,Mark002,45847,2019-10-22 00:00:00,Prod318,45847,53
INR,Cus002,Mark002,45847,2019-12-11 00:00:00,Prod318,45847,53
INR,Cus002,Mark002,4588,2020-01-02 00:00:00,Prod131,4588,18
INR,Cus002,Mark002,463,2019-08-20 00:00:00,Prod121,463,2
INR,Cus002,Mark002,4639,2020-02-04 00:00:00,Prod131,4639,18
INR,Cus002,Mark002,4690,2019-06-04 00:00:00,Prod131,4690,19
INR,Cus002,Mark002,4755,2019-07-01 00:00:00,Prod121,4755,23
INR,Cus002,Mark002,4764,2017-10-17 00:00:00,Prod129,4764,18
INR,Cus002,Mark002,4764,2017-10-31 00:00:00,Prod129,4764,18
INR,Cus002,Mark002,4764,2017-11-14 00:00:00,Prod129,4764,18
INR,Cus002,Mark002,4764,2017-12-06 00:00:00,Prod129,4764,18
INR,Cus002,Mark002,4764,2017-12-12 00:00:00,Prod129,4764,18
INR,Cus002,Mark002,4764,2018-01-05 00:00:00,Prod129,4764,18
INR,Cus002,Mark002,4764,2018-01-18 00:00:00,Prod129,4764,18
INR,Cus002,Mark002,4764,2018-01-31 00:00:00,Prod129,4764,18
INR,Cus002,Mark002,4764,2018-03-14 00:00:00,Prod129,4764,18
INR,Cus002,Mark002,4764,2019-02-05 00:00:00,Prod131,4764,18
INR,Cus002,Mark002,4764,2019-02-19 00:00:00,Prod131,4764,18
INR,Cus002,Mark002,4764,2019-03-12 00:00:00,Prod131,4764,18
INR,Cus002,Mark002,4764,2019-03-26 00:00:00,Prod131,4764,18
INR,Cus002,Mark002,4764,2019-04-09 00:00:00,Prod131,4764,18
INR,Cus002,Mark002,4773,2019-04-26 00:00:00,Prod117,4773,24
INR,Cus002,Mark002,4773,2019-11-20 00:00:00,Prod121,4773,24
INR,Cus002,Mark002,4773,2020-01-02 00:00:00,Prod121,4773,24
INR,Cus002,Mark002,4773,2020-01-14 00:00:00,Prod121,4773,24
INR,Cus002,Mark002,4824,2019-02-26 00:00:00,Prod117,4824,23
INR,Cus002,Mark002,48269,2018-02-20 00:00:00,Prod318,48269,53
INR,Cus002,Mark002,4972,2019-07-30 00:00:00,Prod121,4972,25
